SYMBOL	FC
Plekhh3	0.353994793
Man1a2	0.353862392
Fblim1	0.353834334
Gkap1	0.353695576
Ano6	0.353534165
Pramef8	0.353528224
Mon1b	0.353328207
Adgra1	0.353316468
Phtf1	0.353310803
Tmcc1	0.353282002
Sipa1l1	0.353088832
Trp73	0.352865509
Ptpn7	0.352802927
Eya2	0.352762869
Aplp1	0.352723809
Zkscan1	0.352596435
Gm20022	0.352555623
Tmem50a	0.352505015
Zfp946	0.352370649
Arrdc1	0.352363327
Pdcl3	0.352265607
Tek	0.352242982
NA	0.352231498
Tada3	0.352213094
Foxn3	0.352098536
Muc1	0.352012726
St8sia2	0.35197852
Stx8	0.351917475
Arhgap27	0.351895845
Grip1	0.351724801
Nr2f2	0.351542627
Hyal3	0.351508202
Aida	0.351491029
Far1	0.351486763
Phf12	0.351440634
Kcnk4	0.351413423
Mageh1	0.351306536
Ecpas	0.3511792
Gps2	0.351177767
Atp2a2	0.351068655
Vamp2	0.351028014
Taf1	0.351006787
Zfp511	0.350978774
Ppp1r12c	0.35090181
Nol4l	0.35075055
NA	0.350606044
Ccl27a	0.350529888
Aktip	0.350515028
P2rx7	0.350328626
4930599N23Rik	0.350288978
Khnyn	0.35024435
Fcgrt	0.350131769
Alms1	0.349722954
Sstr1	0.349175054
Cyb561a3	0.349136044
Ccdc88a	0.348735165
Zfp84	0.348495955
Tcf12	0.348391837
Zfp503	0.348298536
Coq9	0.348289209
Zcchc24	0.348255964
Gm4070	0.348074125
Zfp513	0.348067329
Tmco3	0.347970362
4930404N11Rik	0.347967866
Mex3b	0.34787584
H2-Q10	0.347862913
Nudcd3	0.34774857
Rpain	0.347660987
Fam160b2	0.347569965
Bahcc1	0.347472331
Zfp395	0.347313647
Mfhas1	0.347032259
Aqp4	0.346912665
Armc5	0.346912469
Ccpg1os	0.346653455
Ltbp4	0.346288348
Tbck	0.346145471
1810062O18Rik	0.345996333
Cdc25b	0.345981151
Med6	0.345850521
Gm13770	0.345797859
Ptpdc1	0.345796649
Cbfa2t2	0.345181287
Miip	0.345060507
Mob4	0.344906797
Gpr137	0.344883125
Mief2	0.344630757
Nlrp6	0.344583208
Map7	0.344535488
Rlim	0.344531812
Dhrs7b	0.344411485
Wipf1	0.344399524
Acvr2a	0.344177518
Sp6	0.344155588
Ackr4	0.3440163
Gnpat	0.343981788
Rwdd2b	0.34395311
Tmc6	0.343874246
Nmnat1	0.343826374
Aldoc	0.343798902
Mab21l1	0.343736892
Rrp36	0.343708213
Lats2	0.343688269
Ccno	0.343495325
Gm10584	0.343392541
Dcaf8	0.343388672
Peg13	0.343220626
Hars2	0.343187182
Inpp5b	0.343020965
Golga2	0.342990887
Shroom4	0.342884676
Ankra2	0.342829304
Glb1	0.34274859
Copg2	0.342689621
Anks1	0.34267533
Gm4524	0.342662298
Vps26b	0.342657805
Tomt	0.342501646
Chp1	0.34227084
Ddx19b	0.342138438
Fam114a2	0.342062671
Amacr	0.341927422
Mical2	0.341910845
Fbxl3	0.341791327
Vps26a	0.341685553
Rab19	0.341650097
Fam192a	0.341598046
Pdcd7	0.341576285
Mgat4a	0.341552876
Fbxo36	0.341515868
Aldh6a1	0.341449667
NA	0.341443519
Tmem182	0.34126412
Rabac1	0.340788836
Cbwd1	0.340685887
Dalrd3	0.34052205
Osbpl5	0.340494107
Rad9a	0.3404295
Dis3l	0.340323177
Sdr39u1	0.340311633
BC005624	0.34011445
Ccdc117	0.340035328
Dgke	0.340028973
Cxcr4	0.33992359
Pex7	0.339816333
Clcn6	0.339592582
Bfar	0.339354232
Sox8	0.339324049
8430429K09Rik	0.339316027
Cc2d2b	0.339169655
Fam20c	0.339123931
Nab1	0.339030939
Mctp2	0.338893572
Ntan1	0.338862311
Pcdh1	0.338532142
Nuak1	0.338493
1700017B05Rik	0.338342073
Rad54l2	0.338193206
Rtn4r	0.338169253
Ofd1	0.338112749
Tmem127	0.338043464
Jmy	0.337820459
Ppm1b	0.337666217
Golga3	0.337513204
Ncoa2	0.337509349
NA	0.337469225
B9d1os	0.337425894
Stag2	0.337389732
Rbm41	0.337176974
Ric8a	0.337173865
Nudt18	0.336909078
Ptpn9	0.336902587
Git2	0.336900769
Frs2	0.336839629
Napg	0.336797046
Zfp697	0.336789435
Plcd4	0.336742881
Dagla	0.336568116
Lyrm1	0.336393452
Ubc	0.336088058
Ep300	0.335978371
Suox	0.335961755
Vipas39	0.335939163
1700001O22Rik	0.3358198
Plekhg2	0.335786114
Oxr1	0.335469167
Gm19265	0.335413169
Usp20	0.335345327
Prorsd1	0.335312679
Atp10a	0.335113032
Jtb	0.334931975
Mx1	0.334853469
Dcdc2b	0.334785421
Entpd1	0.334669606
Tmem18	0.334538943
Wdr86	0.334528914
Fzd2	0.334523224
Borcs8	0.334516791
Chrnb2	0.3343778
Ate1	0.334243243
6030458C11Rik	0.334179892
Golga5	0.334113885
Scn1a	0.333987296
Fam126b	0.333984747
Ahi1	0.333963733
Flot2	0.333951918
Drg1	0.333880642
Clec16a	0.3338659
Pced1b	0.333843362
Mycbpap	0.33372832
Ptgfrn	0.333514314
Uqcc3	0.333504004
Oas1c	0.333484833
Fam219b	0.333484379
Nexn	0.333134548
Npas3	0.333090565
Tspan7	0.333012539
D430042O09Rik	0.333011171
Ei24	0.333004213
Polg2	0.332958731
Thap1	0.332795404
Sirt3	0.332727684
Clstn2	0.332555174
Nostrin	0.332553684
Duxbl1	0.332537328
Vps13b	0.332396018
Slc39a8	0.332394214
Med23	0.332083353
Abhd12	0.33199605
Colec12	0.331770731
Fbxo10	0.331657203
Ndn	0.331609174
Ten1	0.331453617
Abcc3	0.331429919
Cptp	0.331153246
Wnk4	0.331138347
Ybx2	0.330963656
Tepsin	0.330871477
Dgcr6	0.330826034
Fam50a	0.330736273
Limk2	0.330639655
Tpgs2	0.330609339
Cap2	0.330514606
Prpf40b	0.330514242
Wdr24	0.330504139
Ufd1	0.330144243
Pfkm	0.330079622
Abcb9	0.329830624
Steap2	0.329823758
Mtcp1	0.329727956
4931440F15Rik	0.329695611
Hira	0.329469981
Katnb1	0.329248454
Kif5a	0.329236081
Tnfaip1	0.329163014
Rab38	0.328734332
Arl3	0.328611605
Lamc2	0.32840452
Dstn	0.32834796
Pex11b	0.328330412
Manbal	0.327965884
Crot	0.327537856
Acaca	0.32740844
Gal3st2	0.327405578
Gle1	0.32739409
Npff	0.327377032
Tmem184c	0.327289267
Zfp944	0.327208157
Pacrgl	0.327039958
9930012K11Rik	0.326939661
Ipmk	0.326742493
Wdtc1	0.326738689
Dhdh	0.326709379
Trim36	0.326671517
Pi4kb	0.326663856
Gpr63	0.326548718
Mroh1	0.326408429
Srek1ip1	0.326325529
Dnajb2	0.326261333
F8	0.326056083
Zdhhc17	0.325925237
Patj	0.325918849
Ppp3cb	0.32575904
Dnajc4	0.325610652
Nek3	0.325571578
Rab3gap2	0.325545464
Tbc1d19	0.32552723
Slc30a9	0.325489895
4930426L09Rik	0.325415563
Fndc7	0.32536889
Snrnp27	0.325316358
Zfp618	0.32518019
Agtpbp1	0.32512286
Carhsp1	0.325066267
Map3k8	0.325018118
Spag1	0.324940823
Cdkn2aip	0.324674034
Arel1	0.324632038
Chm	0.324557022
Tfap2c	0.324484086
Speer8-ps1	0.324411435
Wbp2	0.324361061
Kmt5c	0.324159625
Trim35	0.324138744
Cdh13	0.323918851
Rnf19a	0.32373475
Dip2c	0.323730359
Alg14	0.323686694
Krcc1	0.323669709
Eps15	0.323564415
Mocs1	0.323542179
Cog8	0.323501101
Btbd6	0.323485189
Catsperg1	0.323317437
Nadsyn1	0.323306518
Acadm	0.323257064
Sash1	0.323067568
Rnf20	0.323039672
Kin	0.322894834
Nae1	0.322865778
Slc27a4	0.322726841
Eml2	0.322711679
Tbc1d23	0.322691899
Ccdc192	0.322664905
Depdc5	0.322634006
Rnf227	0.322616238
Ccdc84	0.322592104
Itm2a	0.322591858
Nkiras2	0.322393667
AI450353	0.322136085
Fam72a	0.322107662
Med15	0.321988967
Sorcs1	0.321977602
Trmt10b	0.321760019
Rnf141	0.321426602
Atad3aos	0.32124852
Fgfr1op2	0.320983007
Hepacam	0.320947805
Pcdhga8	0.320931363
Gtf2h2	0.320929591
Zfp827	0.32090411
Atg4d	0.320848318
Ctf1	0.320757979
Timmdc1	0.32033024
Ildr1	0.320249441
Serac1	0.3201498
Mettl17	0.320142162
Tnks	0.320098661
Ptpn3	0.319953917
Ggps1	0.319929861
Sass6	0.319864669
Cdkn1b	0.319755641
Stxbp2	0.319486681
Ankrd13d	0.319112643
Tll1	0.318844794
Pdik1l	0.318798895
Nabp2	0.318745339
1110020C17Rik	0.318611014
Gtpbp8	0.318559672
Bcl6b	0.318109986
Akap13	0.318094719
Rnf122	0.318019201
Ppil2	0.317974466
Amer1	0.317937249
Lamtor5	0.317559897
Grk4	0.317340339
Samd15	0.317276795
Zfp617	0.317249578
Arhgap32	0.317126099
Il17rd	0.316747321
Ube2q1	0.31670989
9530077C05Rik	0.316679253
Gm16548	0.316545391
Gm19510	0.316479569
Asic1	0.316315517
Bcdin3d	0.316211915
Khdc3	0.316154815
Amot	0.316044964
Tbx6	0.315957901
Mlec	0.315749885
Cyp4v3	0.315540439
Coa3	0.315527865
Isoc2b	0.315486279
Kptn	0.315439508
Oser1	0.315411889
Pdxdc1	0.315204279
1600002K03Rik	0.315192091
Pcdhga7	0.315041692
Cby1	0.315037727
Tecpr1	0.31496008
Ap4m1	0.314878401
Myh14	0.314835818
Slc29a3	0.314619993
Ctdsp1	0.314617343
Mgrn1	0.314313219
Tcf20	0.314280163
Mtch1	0.314231877
Pla2r1	0.314219399
Dync1h1	0.314129529
Akap8l	0.314068637
Fam168a	0.314052529
Pycard	0.313903518
Oma1	0.313851041
Gm20056	0.313612486
Gdi1	0.313571717
Gm13375	0.313555926
Adra2a	0.313482586
Hook3	0.313475251
Dennd1b	0.313050095
Lyrm2	0.313013969
Tcf7l2	0.312899333
Dpp4	0.312757734
NA	0.312752049
Ids	0.312560828
Vps33a	0.312413566
Vps35l	0.312239979
Cyren	0.312210592
Gm11517	0.312102912
Flywch1	0.312021304
Rnf32	0.3120163
Ftl1-ps2	0.311951024
Snx15	0.311595921
Retreg3	0.311552745
Zfp277	0.311533301
Pbx2	0.311359236
Slc44a2	0.311288231
Usp8	0.311260724
Dpp6	0.31113801
Bnip3	0.311070798
Rgp1	0.311051836
Mir99ahg	0.311032691
Kctd18	0.311031536
Golga1	0.310996474
Dnajb14	0.31066056
Mrm3	0.310548738
Nr1h2	0.310486401
Vmac	0.310378638
Selenon	0.310374475
Akap11	0.310331256
Gprc5b	0.31032994
Slc20a2	0.310069951
Pdk2	0.309982771
Dclre1a	0.309978288
Fgf11	0.309936754
Src	0.309592698
Pde12	0.309342114
Flad1	0.309011321
Cyp4f13	0.308976856
Tcea3	0.308891134
Tnrc6c	0.30878575
Ppp2r5e	0.308699803
Pcdhgb6	0.308692928
Pla2g4b	0.308562805
Actb	0.308404672
Map9	0.308276878
Poglut1	0.30821555
Rtl8b	0.308164258
Camta2	0.308110253
Dhrs1	0.307933382
Ttc30a1	0.307884119
Zfpl1	0.307838601
Pcm1	0.307666149
Smarcad1	0.307580106
Pou2af1	0.307266133
Ywhah	0.307163169
Med28	0.306785112
Sigmar1	0.306669302
G530011O06Rik	0.306665876
Pcif1	0.306535154
Wwtr1	0.306440829
Tpp1	0.306334013
Supt5	0.306244919
Ehbp1l1	0.306240909
Myc	0.306144291
Rad18	0.306066498
Egln1	0.305985028
Sgsh	0.305800118
Lrrc45	0.30564437
Ptcd2	0.305624387
Gm19391	0.305571694
NA	0.30528603
Tas1r1	0.305178272
Smim14	0.305171493
Gulp1	0.305103073
Ccdc61	0.305095743
Ttll5	0.30504349
Sp1	0.305002015
Mthfs	0.3049897
Ggh	0.304930551
Gata3	0.304925424
Il16	0.304833323
Commd10	0.304677307
Fam229b	0.304510676
Cept1	0.304480568
Dlg4	0.304477476
Bnip3l	0.304453048
Cryzl1	0.304386072
Zfp568	0.304026468
0610009E02Rik	0.303831014
Zdhhc6	0.303620105
Zcchc18	0.303509253
Man2a1	0.30342753
Ptcd1	0.303422767
Btbd2	0.303361309
Creld1	0.303287682
Trappc6a	0.303208178
Cep162	0.303157692
Exoc8	0.303063034
Taz	0.303048764
Rps6ka4	0.303023185
Llgl1	0.302996036
Glg1	0.302864691
Stox2	0.30275891
Gm16861	0.302596207
Chac2	0.302573317
Myo1a	0.3025055
Mindy1	0.30241596
Tmem79	0.302259659
Efcab3	0.301955522
Prr14l	0.301648054
Hps1	0.301590629
Tgm2	0.301553542
Nudt17	0.301389743
Klhl9	0.301389447
Taf9b	0.301367253
Rusc1	0.301298686
Gm17251	0.301232366
Myo9b	0.301222955
Gnpda1	0.30112279
Tbx2	0.30105177
Baiap2l2	0.300773744
Plcd3	0.300683865
Hsf4	0.300636639
Dcst2	0.300550888
Ttc1	0.30044501
Rnf5	0.300202025
Scai	0.300103889
Pcdhb7	0.299754144
1810058I24Rik	0.299729832
Msantd1	0.299442396
Egr4	0.299441401
H2-T9	0.299326193
Herc6	0.299313859
Ddb2	0.299305754
Lsm1	0.299172219
Otud7b	0.299134984
Amdhd2	0.299060872
NA	0.299020434
Afap1	0.298712443
Endov	0.298708622
Fam171a1	0.298427962
Arntl2	0.298346229
Doc2a	0.2982708
Gm6710	0.298167943
Cdc40	0.298096564
Gga1	0.298064933
Fam45a	0.29798805
Tcaf2	0.297647073
Hps3	0.297621708
Zfp11	0.297450155
Pgap3	0.297382551
Senp1	0.297351841
Zfp148	0.297031995
AU040320	0.297010221
Upf3a	0.296810868
Exoc4	0.29676477
Ugt1a6a	0.296692218
Mov10	0.296436308
Atg9a	0.296275721
Dhrs3	0.296175213
Zfp317	0.296157945
Tfcp2	0.296141096
Mfap3	0.296081039
Brwd3	0.295934155
Naa60	0.295889935
Cited1	0.295821568
Ttf2	0.295758485
Pik3r3	0.295636513
Frmd4b	0.295580659
St3gal6	0.295572587
Abca3	0.295473633
Zfp938	0.29537275
Ufsp2	0.295279554
Slc25a40	0.295276353
Zbtb3	0.294995286
Vps72	0.294986655
Bnip2	0.294932687
Ddx59	0.294905864
Vps13a	0.29488995
Mark1	0.294844339
Dusp23	0.294756145
Lrch1	0.294702465
Hoxb2	0.294650796
Mfsd3	0.294423941
Mxd4	0.294383956
Anapc1	0.294315932
NA	0.294153398
Mrpl40	0.294149451
Mthfr	0.2940217
Sephs1	0.293904097
Slc49a4	0.293877834
Dhrs11	0.293843206
Sorbs1	0.293807128
Serpina1b	0.293800184
Mien1	0.293662317
Cdpf1	0.293528316
Rpgrip1l	0.293480757
Cerk	0.293459456
Ift52	0.293418379
Gopc	0.293372877
Cyp2j6	0.293311236
Gdpd2	0.293261431
D2hgdh	0.293148512
Gm4349	0.29308912
Cutc	0.292831803
Pex6	0.292790024
Lin52	0.29278441
4833439L19Rik	0.292750889
Atm	0.292743301
Fryl	0.292692788
Adal	0.2926328
Msrb3	0.292375148
Spryd3	0.292345397
A530083I20Rik	0.292071322
Perp	0.2919692
Gpr180	0.291904281
Tnnt2	0.291886972
Fgd3	0.291505882
Tmx3	0.2914067
Pnpla8	0.291292631
Star	0.29119689
Boc	0.291163205
Angpt1	0.291154159
1190005I06Rik	0.290855745
Adgrf5	0.29082072
D1Pas1	0.290789721
Ube2e2	0.290662583
Zfp275	0.290609423
Dlx3	0.290445667
Vamp1	0.290411705
Iglon5	0.29040967
Top3b	0.290347479
Fam120c	0.290178325
Zmym1	0.290026513
Wdr44	0.289965475
Trim59	0.289914964
Isoc2a	0.289881488
Tomm34	0.289865986
Rnase4	0.289839114
Ash1l	0.289613093
Senp5	0.289466185
Mecom	0.28939998
Clasrp	0.289241072
Ktn1	0.289065517
Tmem131	0.288956763
Dbnl	0.288875691
Tmem135	0.28886828
Twf2	0.288863609
Zbtb5	0.288510727
Ciao1	0.288428706
Gm17746	0.288252768
NA	0.288239421
Mapk12	0.28821454
D630041G03Rik	0.288119864
Glo1	0.288028948
Slc7a7	0.287820246
1700008J07Rik	0.287730319
Gm9182	0.28770428
Plekha2	0.287608995
Ap5s1	0.28758768
BC004004	0.287574824
Cpne1	0.287538235
Rab40b	0.287536282
Yipf5	0.287461705
Apol8	0.287420076
Mks1	0.287303772
Zcchc8	0.287247886
Gtf2b	0.287227109
Cacnb4	0.287101477
Atp6v1g1	0.287034458
Atp6v0b	0.28683851
Vtn	0.286781476
Trappc11	0.286718756
Dmap1	0.286704017
Dync2li1	0.286630854
Stap2	0.28643636
Ednra	0.286382619
Crcp	0.286043918
Ppp1r3f	0.286025179
Cuedc1	0.285954368
Piga	0.285864637
Gdf9	0.285815142
Asic3	0.285690608
Gm15122	0.28568359
Pltp	0.28552573
Pet100	0.285458058
Tbx21	0.285454335
Tyw3	0.285383573
Dock7	0.285298222
Sun1	0.285244976
Gnptg	0.285054558
Gm3470	0.284770444
Prkra	0.284757244
Esco1	0.284722176
Prkcz	0.284596633
Kpna7	0.28454268
Bbs9	0.284531261
Mis12	0.28448648
Gpd1l	0.284194979
Mid1	0.28412287
Rap1a	0.284118553
Klhl22	0.28408975
Bclaf1	0.283845708
Snx22	0.283815686
Tmem260	0.283814946
Sycp1-ps1	0.283358844
Micall1	0.283335802
Dnah10	0.28330985
Ecscr	0.283293904
H1f2	0.283274385
Ccdc68	0.283057403
Ak3	0.28279285
Casp12	0.282783361
9930104L06Rik	0.282753797
Rsl1	0.282732792
Cnpy4	0.282626038
Pip5k1c	0.282602009
Fam8a1	0.282458055
Nbea	0.282447819
Usp24	0.282431571
Nsd1	0.282108882
Sat1	0.28206527
Cpne3	0.28183036
Akap8	0.281808158
Dstyk	0.281761396
Hjurp	0.281634881
Cstf2t	0.281209207
Gm8675	0.281057028
Sirt5	0.28104344
Cdc42bpa	0.280910636
Capg	0.280874392
Tsen54	0.280792073
Khdrbs3	0.280765721
Ivd	0.280758942
Gbp2	0.280619685
Gm4925	0.280502548
Abat	0.280431793
5730480H06Rik	0.280406528
Rasgrp4	0.28038972
Mrpl1	0.280087076
Taf12	0.280079491
Mocos	0.279953074
Snx30	0.279914605
Ttc37	0.279843765
Scfd1	0.279786493
Lasp1	0.279663814
Jund	0.279575808
Gid4	0.279488759
Dcbld2	0.279467486
Zswim3	0.279248801
Foxf1	0.279206154
Mgst3	0.279099008
Mn1	0.279031467
Auts2	0.278948501
Dapk3	0.278864675
Nt5m	0.27876137
Rsf1	0.278744921
A330035P11Rik	0.278723309
Edem1	0.278485703
Arl6	0.278223577
Ganc	0.278217971
Arl14ep	0.278166131
Gbp2b	0.278156946
Abi1	0.278129585
C2cd3	0.278057053
Slf2	0.278019714
Ube4b	0.277753578
Sorbs3	0.277747922
Igf2	0.277708167
Fam98c	0.277585221
Meis3	0.277443528
Erlec1	0.277167879
Psmd5	0.277162985
Snord14e	0.277001431
Tob2	0.2767114
Trappc4	0.276663241
B230219D22Rik	0.27661098
Cnot6l	0.2765745
H2bc15	0.276474778
Ube2b	0.276286772
Parp14	0.275928167
Znf41-ps	0.275706958
Ttc8	0.275624942
Pdcd6ip	0.275294671
Gm13305	0.275288743
Bcas3os2	0.275145346
4933434E20Rik	0.275062949
NA	0.275001175
Icmt	0.274548877
Pdk1	0.27427589
Numb	0.274233519
Uvssa	0.273956383
Atp6v1c1	0.273936445
Abhd16a	0.273840447
Rad50	0.273657974
Rhot1	0.273653283
Klc2	0.273622254
2310001H17Rik	0.273479725
Sptan1	0.273324349
Daxx	0.273302721
Pik3ip1	0.273270327
Tmem242	0.273245073
BC034090	0.27324122
Fbxo3	0.273220522
Spag7	0.273056138
Gcnt2	0.273055869
1700102P08Rik	0.27305148
Mier1	0.273029956
Asxl2	0.273016609
Gpx1	0.272887211
Dync1i2	0.272862287
Zfp974	0.272837844
Klhdc10	0.272788902
Spire2	0.272406794
Pnkp	0.272234165
Mob2	0.272049469
Prph	0.271857811
Pkd2	0.271786
Trim72	0.271763236
Thoc5	0.271734284
Bptf	0.27166429
Btbd18	0.271446347
Sugp1	0.27118448
Atf6b	0.270820661
Rab3gap1	0.270815662
Otoa	0.270720257
Hoxa1	0.270636323
Cnbd2	0.270607012
Mapkapk5	0.270468829
Tarbp2	0.270393697
Fgfr1	0.270383037
Dmd	0.270300349
Lrwd1	0.270222735
Nek4	0.270147831
Leng1	0.270085012
Fbxw2	0.269990239
Gtf2ird1	0.269906753
Trpc2	0.269906354
Dpcd	0.269905686
Ufm1	0.269829378
Tdrd7	0.269749353
Ssh3	0.269734382
Phf20l1	0.269631825
Col15a1	0.269624205
Rab40c	0.269552502
Nfe2l1	0.26948315
Stard3	0.26929898
Acot8	0.268750791
Nadk2	0.268407135
Cfap36	0.268364588
Kif16b	0.268256258
Frmpd1os	0.268135264
Vamp8	0.267992329
Zfhx3	0.26798204
Aacs	0.267916056
Nsmaf	0.267911936
Taf1a	0.267734596
Armcx6	0.267499241
BC024978	0.267492742
Larp6	0.267476115
Ubxn6	0.267326352
C1qtnf12	0.267278619
Vopp1	0.267253496
Fam71e1	0.267114282
Cfap54	0.26689007
Trim68	0.2667421
Myl9	0.266650443
Bad	0.266589229
Itga5	0.266557589
Eif4a2	0.266541602
Atxn10	0.266537221
1700021F05Rik	0.266353465
Tmem19	0.266298256
Npr2	0.26619581
Srbd1	0.265972478
Acot9	0.265884668
Grk6	0.265849429
Atp1a1	0.265811303
Zdhhc8	0.265791613
Gm8234	0.265764758
Rad52	0.265458162
Rufy3	0.265420014
Supt4a	0.265367868
Sdf4	0.265247876
Smarcal1	0.265236964
Pacs2	0.265063784
Snf8	0.265054701
Acin1	0.264860904
Kifap3	0.264753653
Slc2a8	0.264645215
Cwc25	0.264576661
Fxr2	0.264518128
Ralgds	0.2644903
Ing4	0.264481873
Fzd5	0.264380774
Glod4	0.264374939
Pygb	0.264311863
Mast3	0.264041312
Brox	0.263697458
Sox30	0.263654074
Gm9837	0.263630046
Cramp1l	0.263621159
Cped1	0.263552974
Rabl3	0.263549424
Gm3055	0.263482363
Ehhadh	0.263353232
D5Ertd579e	0.263322268
Pip4p2	0.263252075
Efs	0.263197177
Ndrg2	0.263127236
Pigx	0.263036837
Nxph4	0.262968995
B3gat3	0.262933709
1810030O07Rik	0.262708137
Sp2	0.262605459
Nfatc2ip	0.262532229
2310014F06Rik	0.262516633
Daglb	0.262367479
Isg15	0.262006882
Tbc1d32	0.2619933
Cul4b	0.26193633
Nfx1	0.261895534
A430090L17Rik	0.2615368
Prex2	0.261480831
Clpx	0.261396996
Anxa6	0.261393046
Malsu1	0.261225715
Pigv	0.261182478
Arpp19	0.261035648
Adam15	0.260979408
Pcdhgb5	0.260960034
Tha1	0.260914091
Gmpr2	0.260803702
Tmem181b-ps	0.260798118
Clcc1	0.260569773
Tceal1	0.260438445
BC005561	0.260422652
Gm3373	0.260215333
Gm15867	0.260140353
Ints9	0.260064552
Pcdhb6	0.259791038
Nif3l1	0.259658892
Ccs	0.259411673
Slf1	0.259341631
Ehbp1	0.259175919
Map4k3	0.259119503
Zglp1	0.259042528
Pskh1	0.259037093
Arnt	0.2589756
Zfp397	0.258892349
Prkab2	0.258721512
Mtmr12	0.258537348
Slc25a45	0.258371906
Vmn2r83	0.258243075
Zfp952	0.258192176
Zfp597	0.258000825
Pdcl	0.257605105
Lhb	0.257542447
Zfp740	0.257476738
NA	0.257454901
Gm3893	0.257454901
Casz1	0.257393528
Zc3h12b	0.257326073
Slc35e2	0.257119379
Trarg1	0.257100884
Ostf1	0.257077468
Tor1a	0.256945152
Gm7623	0.256916961
Slc5a7	0.256792495
Pigh	0.256775471
Ddrgk1	0.256679793
Arhgef5	0.256656057
Slc12a4	0.256550257
Zfp984	0.256393531
Tfr2	0.256162617
Gm19301	0.256051822
Sik2	0.256045185
Mapkbp1	0.255952747
5031434O11Rik	0.255793385
Cdkal1	0.255693445
Xpr1	0.255583081
Dazl	0.255517751
Atrx	0.25547306
Sox9	0.255354436
Rngtt	0.255345764
Bak1	0.255329492
Rab11fip3	0.255299554
Sec22a	0.25522147
Tet3	0.255199829
Naif1	0.255139999
Lipg	0.255124258
Radil	0.255084006
Stk35	0.255053173
Zfp982	0.255036412
Kctd17	0.255000468
Aamdc	0.254993937
Sirt4	0.254942635
Gpr34	0.25473965
4930443O20Rik	0.254735527
Gm8773	0.254720551
Dzank1	0.254614716
Zfand5	0.254585103
Sppl2a	0.254579571
Slc25a46	0.254478234
9130019O22Rik	0.25432035
Gpx8	0.254262394
Arhgap42	0.254206749
Dnajc13	0.254010752
Yipf1	0.253809147
Hoxb4	0.253490318
Krit1	0.253415341
Bcas3	0.253218534
Kif5b	0.253204026
Spg7	0.253140062
Fiz1	0.253116216
Orc2	0.252906119
Pfkp	0.252845056
Sgms1	0.252620848
Vav2	0.252605008
Gns	0.252506122
Rgl2	0.25236998
AW047730	0.252178287
Col27a1	0.252072044
Ccdc85b	0.252040186
Smarcd2	0.252022949
Cc2d2a	0.252002475
Atp6v1e1	0.251762378
Sord	0.251598404
Papss1	0.251551314
Nim1k	0.251368641
Ipp	0.251335214
Arhgap44	0.251327759
Clrn3	0.251287259
Ddx58	0.251283064
2300009A05Rik	0.251220511
Atp6v0a1	0.251192806
Shpk	0.251179469
Zfp764	0.251142388
Trim11	0.251075584
Mbtps1	0.250996372
1110028F11Rik	0.250954585
Hoxb3	0.250911157
Opa1	0.250897015
Zfp703	0.250837298
Vps11	0.250770537
2410131K14Rik	0.250749419
Cep95	0.250586857
Chfr	0.250568315
Ptprn	0.250489729
Lmntd2	0.250272909
Cpne8	0.250253412
Fam76a	0.250229609
Uimc1	0.250190875
Fut11	0.250001676
Arhgef7	0.249992928
NA	0.249932534
Mtx3	0.249860898
Phf14	0.249812719
Lrrk1	0.249774447
Slc25a25	0.249722818
Fbxw4	0.249588002
Tmem45a	0.249544722
Frs3os	0.249493285
Tex2	0.249474944
NA	0.249416179
BC065397	0.249368322
Gm3667	0.249317513
Arhgap18	0.249217433
Zfp180	0.249211159
Lor	0.249047112
Becn1	0.248990903
Slc35c2	0.248925853
Virma	0.248896225
Mir2861	0.248874408
Ttc28	0.248349084
Borcs6	0.248314667
Adipor1	0.24828861
Bet1	0.248219302
Plpp2	0.248148055
Tjap1	0.248122472
Rab1b	0.248092916
Brd3	0.248091147
Gpc2	0.248011252
Dhdds	0.247958901
Rnf6	0.247926101
Pcdhb4	0.247621814
Gmppa	0.24757914
Fosl2	0.247549889
Pitpna	0.247518124
Acad10	0.247435539
Phldb3	0.247407615
Smo	0.247387541
Chek2	0.24725841
Cpsf4l	0.247173258
Bmpr1b	0.247086627
Zbtb24	0.246881105
Gm4285	0.24687631
Apeh	0.246798794
Ablim3	0.246771615
Kbtbd4	0.246571234
Ell3	0.246562966
Mms19	0.246395907
Rsad2	0.246287741
Marcks	0.246175298
Lrrc8d	0.246066741
A230045G11Rik	0.246046373
Fer	0.246014469
Tmem41b	0.245995771
Myh7	0.245880118
Gpld1	0.245802116
Arhgef6	0.245481307
Ndufaf1	0.245470138
Papolg	0.245457776
Ghsr	0.245436507
NA	0.245330611
Pomgnt1	0.245233612
Kif3a	0.245225058
Trnp1	0.245218277
Rab8a	0.245058071
Tmem167b	0.244970958
Tspan2os	0.244923146
Aak1	0.24491094
Hdgfl3	0.244661178
Agbl3	0.244499729
Eogt	0.244465657
Ndel1	0.244388172
Rhobtb3	0.244383728
Stimate	0.244354606
Lrif1	0.244074902
Alg1	0.243983977
Snora64	0.243947006
Fzd6	0.243933914
Smim15	0.243906101
Grin1	0.24389905
Castor1	0.243872105
Slc8b1	0.243835443
Mrps31	0.243825491
Pcdhgb2	0.243813966
Adora2a	0.243715277
3110045C21Rik	0.243604124
ND4	0.243492532
NA	0.243438842
Dctn3	0.243342412
Spr	0.243207105
